Date,Anchor Text,Price
2024-08-21,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black, SM-S921UZKAXAA (Renewed)",629.99
2024-08-21,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),589.99
2024-08-21,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),669.99
2024-08-21,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),573.95
2024-08-21,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",659.99
2024-08-21,Generic SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile (Renewed),629.99
2024-08-21,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Jade Green (Renewed),669.99
2024-08-23,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",719.99
2024-08-23,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",579.0
2024-08-23,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),586.0
2024-08-23,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",628.99
2024-08-23,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.99
2024-08-23,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-08-23,Generic SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile (Renewed),609.99
2024-08-23,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sandstone Orange (Renewed),649.99
2024-08-24,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",719.99
2024-08-24,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",589.95
2024-08-24,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),586.0
2024-08-24,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",628.99
2024-08-24,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),599.99
2024-08-24,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.99
2024-08-24,Generic SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile (Renewed),609.99
2024-08-24,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sandstone Orange (Renewed),649.99
2024-08-25,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",719.99
2024-08-25,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",579.0
2024-08-25,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),586.0
2024-08-25,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),599.99
2024-08-25,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.99
2024-08-25,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",659.99
2024-08-25,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sandstone Orange (Renewed),649.99
2024-08-26,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",799.0
2024-08-26,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",589.95
2024-08-26,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),586.0
2024-08-26,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),599.99
2024-08-26,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.99
2024-08-26,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",659.99
2024-08-26,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Jade Green (Renewed),649.99
2024-08-26,SAMSUNG Galaxy S24 5G 128GB Cobalt Violet - AT&T (Renewed),609.99
2024-08-27,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",799.0
2024-08-27,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",584.95
2024-08-27,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-08-27,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),599.99
2024-08-27,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.99
2024-08-27,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",659.99
2024-08-27,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Jade Green (Renewed),649.99
2024-08-27,SAMSUNG Galaxy S24 5G 128GB Cobalt Violet - AT&T (Renewed),609.99
2024-08-28,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",799.0
2024-08-28,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",599.0
2024-08-28,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-08-28,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",593.0
2024-08-28,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.99
2024-08-28,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),599.99
2024-08-28,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),649.99
2024-08-28,SAMSUNG Galaxy S24 5G 256GB Cobalt Violet - AT&T (Renewed),659.99
2024-08-29,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",799.0
2024-08-29,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",584.0
2024-08-29,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-08-29,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",610.0
2024-08-29,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.49
2024-08-29,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-08-30,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",799.0
2024-08-30,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",589.95
2024-08-30,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-08-30,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",610.0
2024-08-30,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),649.99
2024-08-30,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-08-30,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),505.0
2024-08-30,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),639.99
2024-08-31,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",599.0
2024-08-31,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-08-31,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",610.0
2024-08-31,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),498.25
2024-08-31,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),647.99
2024-08-31,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-08-31,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),629.99
2024-09-01,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",799.0
2024-09-01,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",584.9
2024-09-01,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-01,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",610.0
2024-09-01,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Amber Yellow (Renewed),629.99
2024-09-01,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-09-01,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),495.37
2024-09-01,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),629.99
2024-09-02,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",719.99
2024-09-02,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",584.9
2024-09-02,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-02,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Onyx Black (Renewed),621.0
2024-09-02,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-09-02,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),492.59
2024-09-02,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",630.0
2024-09-02,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),624.99
2024-09-03,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",719.99
2024-09-03,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",599.0
2024-09-03,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-03,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),484.74
2024-09-03,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-09-03,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),646.88
2024-09-03,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),649.99
2024-09-03,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",659.99
2024-09-03,SAMSUNG Galaxy S24 5G 128GB Cobalt Violet - AT&T (Renewed),599.99
2024-09-04,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",584.9
2024-09-04,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-04,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Onyx Black (Renewed),574.45
2024-09-04,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),475.67
2024-09-04,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),646.88
2024-09-04,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),649.99
2024-09-04,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",659.99
2024-09-05,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",584.9
2024-09-05,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-05,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),482.36
2024-09-05,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",630.0
2024-09-05,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-09-05,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Amber Yellow (Renewed),649.99
2024-09-05,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),649.99
2024-09-05,SAMSUNG Galaxy S24 5G 128GB Cobalt Violet - AT&T (Renewed),599.99
